,link,newspaper,title,date,text,author,keyword
0,https://okdiario.com/tag/podemos,okdiario,None,None,None,None,negro de mierda
1,https://okdiario.com/tag/caso-imelsa,okdiario,None,None,None,None,negro de mierda
2,https://okdiario.com/happyfm/veintiuno-lanzan-tercer-capitulo-pijama-sessions-miki-nunez-5502974,okdiario,VEINTIUNO lanzan el tercer capítulo de ‘Pijama sessions’ con Miki Nuñez,23/04/2020 18:40,"‘Pijama Sessions’ ya es todo un clásico. Se trata de un innovador espacio en el que ‘Veintiuno’ hace que sus seguidores se relajen y se evadan por un momento de la realidad para disfrutar de la música. Los artistas se están atreviendo a versionar algunos temazos como ‘Felices los cuatro’ de Maluma en el que han contado con la colaboración de Alex Ubago o ‘Si veo a tu mamá’ de Bad Bunny.
Las versiones de estos temas no están dejando indiferentes a nadie y al parecer los artistas se han propuesto no dejar de sorprender a sus fans. Es por ello que ahora se han atrevido con una cover de ‘Tu calorro’ uno de los grandes éxitos de ‘Estopa’. Podría decirse que el tema es el que mejor recoge la esencia de los hermanos Muñoz por lo que resulta uno de los temas más difíciles de versionar.
Sin embargo Veintiuno se ha lanzado a la piscina poniendo a prueba su creatividad. “Mejorar este temazo es imposible, así que lo hemos llevado a otro lugar, y nos lo hemos gozado por el camino” han dicho acerca de la última entrega de ‘Pijama Sessions’. Además, han contado con una compañía muy especial. Se trata nada más y nada menos que de ¡Miki Nuñez!
El catalán ha acompañado a ‘Veintiuno’ en su última aventura musical dando lugar a un original vídeo en el que se mezcla la creatividad y la cotidianeidad del día a día en nuestras casas en plena cuarentena por el coronavirus.
Se trata de una versión más lenta que la que conocemos habitualmente, pero por ello no menos bonita sino diferente. Las voces son las grandes protagonistas de la versión que combinan a la perfección con los diferentes y llamativos planos en blanco y negro en los que podemos ver a los diferentes integrantes ocupando las diferentes estancias de sus casas. El vídeo ya se puede disfrutar en YouTube. ¡Estamos seguros de que será todo un éxito junto a las otras covers!",None,negro de mierda
3,https://okdiario.com/curiosidades/5-curiosidades-esta-mierda-supera-serie-moda-netflix-5244720,okdiario,"5 curiosidades de «Esta mierda me supera», la serie de moda en Netflix",03/03/2020 08:50,"Si hay una serie de la que todo el mundo está hablando en estos momentos, esa es «Esta mierda me supera». Es más, según datos aportados por la plataforma, es la serie más vista en España. Un total de 7 capítulos de 25 minutos de duración cada uno, de forma que es perfecta para ver en una tarde. A continuación hemos recogido algunas curiosidades sobre ella.
Reparto
Jonathan Entwistle, el director de la serie, pidió a todo el reparto artístico que viera las películas de John Hughes para prepararse para el rodaje. John Hughes fue un director de cine, guionista y productor, responsable de algunas de las películas más exitosas de los años 80 y 90.
Capítulo 5
El capítulo 5, titulado «Otro día en el paraíso», es un homenaje a «El Club de los cinco», una película de 1985 dirigida por John Hughes.
Director
¿Qué descripción hace Jonathan Entwistle, el director, de la serie? Señala que es como si los X-Men conocieran a Lady Bird, y esta al mismo tiempo supiera de «El club de los cinco».
Músico
El músico Graham Coxon es el compositor de la banda sonora original de «Esta mierda me supera». Anteriormente había trabajado en otra serie de gran éxito de Netflix: «The End of the F***ing World».
Vestuario
Es fácil darse cuenta de que el vestuario de la serie incluye mucho el amarillo y el negro. No son colores elegidos al azar. Se trata de una clara alusión a los equipos deportivos del lugar donde se ruda la serie: Pittsburgh.
Además el diseñador de vestuario, Bex Crofon-Atkins, confeccionó él mismo a mano muchos de los diseños que podemos ver en «Esta mierda me supera», como el vestido de Sidney en el baile del último capítulo.",OKDIARIO,negro de mierda
4,https://okdiario.com/happyfm/resistencia-silvia-alonso-habla-impactante-primer-beso-5153505,okdiario,‘La Resistencia’: Silvia Alonso habla de su impactante primer beso,11/02/2020 12:22,"Silvia Alonso ha sido la última invitada al programa de ‘La Resistencia’ este lunes 10 de enero, y ha protagonizado una entrevista un tanto peculiar. La actriz ha estado durante todo el programa tan participativa, que el presentador, David Broncano, no ha podido preguntarle casi nada.
La actriz ha acudido al espacio de Movistar+ para hacer promoción de su nueva película, una “anticomedia romántica” llamada “Hasta que la boda nos separe”. Una ficción en la que también aparecen los actores Ricardo Gastella y Jorge Ponce. Ninguno de los tres ha querido hablar mucho del trabajo de Dani de la Orden.
El look de Silvia Alonso hacía alusión a su nueva película , pues llevaba un vestido blanco ajustado, parecido al de una novia.
La entrevista se llevó a cabo con tanta naturalidad, que excedieron en el tiempo de la entrevista y Broncano ni siquiera le hacía las típicas preguntas sobre el dinero y el sexo. Pero lo que sí que le ha podido sacar a la invitada han sido los detalles de su primer beso. “Mi primer beso fue un poco mierda. Fue bastante mayor. A lo mejor tenía ya 15”, ha explicado la actriz.
La Resistencia en Movistar+
@LaResistencia
Hay veces que las entrevistas se alargan hasta convertirse en una pelea en el barro por sobrevivir. #LaResistencia
352
2:04 - 11 feb. 2020
Información y privacidad de Twitter Ads
38 personas están hablando de esto
A esto el presentador contestó con humor negro: “¿Vivías en Neverland, en el rancho de Michael Jackson?”. A esto la actriz le contestó desviando la atención: “Soy de Garrido Norte, Salamanca”.
En cuanto al beso la actriz añadía: “Mi primer beso lo hice muy mal. Fue con una persona que ya tenía mucha experiencia. Pero yo los momentos traumáticos los olvido”.
La actriz que comparte protagonismo con Mario Casas en la serie ‘Instinto’ confesaba que a pesar de hablar nacido en Salamanca, ella vive entre Madrid y Mallorca, donde tiene “un novio”. Y por eso le ha traído al equipo de ‘La Resistencia’ un hornazo y una bebida típica de la isla balear, la ‘pinya’.
También pudimos ver este lunes a la actriz en el último programa de ‘El Hormiguero’, junto con la actriz Belén Cuesta, con la que comparte película.",None,negro de mierda
5,https://okdiario.com/espana/paula-vazquez-azuza-odio-contra-vox-negro-estan-matando-mujeres-8-m-ellos-5145823,okdiario,"Paula Vázquez azuza el odio contra Vox y «su negro»: «Están matando a las mujeres, ¡el 8-M a por ellos!»",09/02/2020 15:59,"La presentadora de televisión, Paula Vázquez, ha arremetido contra «el puto discurso de Vox y su mierda de machismo» junto «a ese negro que ya no sabe qué hacer por tener seguidores». Vázquez ha culpado de esta manera al partido de Santiago Abascal de ser los culpables de que siga habiendo asesinatos machistas en España.
«Hoy son ya 10 mujeres asesinadas por machismo en España en un mes. El puto discurso de Vox y su mierda de machismo junto con ese negro que ya no sabe qué hacer por tener seguidores. Nos están matando. EL 8 Marzo #APORELLOS #HastaElCoño», ha publicado en sus redes sociales.
El comentario de la presentadora se ha convertido en viral en cuestión de horas. En el mismo hace referencia, además de al partido, al militante de Vox de color Bertrand Ndongo. La manera despectiva con la que la presentadora se ha referido a él, mencionándole como «ese negro que ya no sabe qué hacer por tener seguidores» ha desatado la polémica.
Vázquez ha hecho el comentario en referencia a un vídeo publicado por Ndongo hace unos días donde aseguraba que «las mujeres de izquierdas necesitaban machos empotradores».
Muchos usuarios de Twitter han pedido a Paula que mencione a la persona a la que estaba haciendo referencia. Ante los comentarios, la presentadora ha asegurado no hacerlo porque sabe «perfectamente que lo que está buscando es fama, progamonismo y likes»: «Todo por los followers. No pienso nombrarlo», ha sentenciado.
Paula Vázquez
✔
@PaulaVazquezTV
 · 9 feb. 2020
Hoy sin ya 10 mujeres ASESINADAS por machismo en España en UN MES . El puto discurso de VOX , Y su mierda de machismo junto con ese negro que ya no sabe qué hacer por tener seguidores. Nos están matando. EL 8 Marzo #APORELLOS #HastaElCoño
Paula Vázquez
✔
@PaulaVazquezTV
Y otra de las razones es porque no quiero etiquetarle, sé perfectamente que lo que está buscando es fama, protagonismo, likes. Todo por los followers. No no pienso nombrarlo
2.868
10:26 - 9 feb. 2020
Información y privacidad de Twitter Ads
1.629 personas están hablando de esto
No es la primera vez que la comunicadora ha emitido mensajes en contra del partido de Santiago Abascal. De hecho, apenas unos ‘tuits’ por debajo puede leerse: «Creo que acabo de encontrar una explicación a lo de personas negras votando a VOX . Os presento a Martina Big, que ha conseguido cambiar de color de piel con inyecciones de melanina (esto explicaría todo)», escribió junto a la fotografía de la mencionada.
Paula Vázquez
✔
@PaulaVazquezTV
Creo que acabo de encontrar una explicación a lo de personas negras votando a VOX  . Os presento a #martinaBig ha conseguido cambiar de color de  piel con inyecciones de melanina. ( esto  explicaría todo )
589
10:14 - 9 feb. 2020
Información y privacidad de Twitter Ads
3.360 personas están hablando de esto
¿Machismo en ‘Fama a bailar’?
Paula Vázquez presume de ser representante del feminismo y de luchar contra el machismo. Sin embargo, en uno de los programas que ella presenta en ‘Fama a bailar’ incluyeron un tema con un polémica letra.
El pasado mes de marzo una actuación incluía música del rapero Tyga cuyo tema incluye expresiones como «dime guarradas mientras te azoto el culo» o llama «zorras» a las mujeres.
Parece que Paula y los productores del programa se dejaron llevar por el ritmo de la música, sin prestar atención a las letras. El tema de Tyga, junto con Niki Minaj, titulado ‘Dip’ formó parte de la actuación de dos concursantes de Fama: Davo y Pope. Lo curioso es que la presentadora, que siempre ha enarbolado la bandera feminista, no tuvo queja en aquel momento por la canción elegida para su programa.",RAQUEL TEJERO,negro de mierda
6,https://okdiario.com/espana/radicales-allanan-sedes-vox-ciudadanos-alcorcon-rompiendo-cristales-4855109,okdiario,Radicales atacan las sedes de Vox y Ciudadanos en Alcorcón rompiendo los cristales,24/11/2019 14:26,"Las sedes de Vox y Ciudadanos en Alcorcón (Madrid) han sido allanadas este fin de semana. Ambos grupos compartían fotos en sus redes sociales en las que denunciaban lo ocurrido: pintadas en la fachada exterior, cristales rotos y una sala de reuniones cubierta por el contenido de un extintor.
Ciudadanos y Vox comparten sala de reuniones y por ello el ataque lo han sufrido ambos partidos. En la fachada se podía leer «13 rosas memoria y dignidad. Fascismo nunca».
El partido de Santiago Abascal asegura que no se trata de la primera vez que esto ocurre, sino de la cuarta. Según han informado fuentes de la formación ya se ha interpuesto la denuncia. “Cuarto ataque a la sede del grupo municipal de Vox en Alcorcón por parte de los intolerantes radicales y los que atacan la libertad. Si piensas que nos asustan o que vamos a cambiar algo, siguen sin enterarse de nada. No nos conocen. ¡Seguimos y seguiremos!”, han publicado en redes.
Pedro Moreno Gómez.
@PedroMorenoGmz
Cuarto ataque a la sede del grupo municipal @vox_alcorcon #Alcorcon por parte de los intolerantes radicales y los que atacan la libertad. Si piensan que nos asustan o que vamos a cambiar algo,siguen sin enterarse de nada. No nos conocen. @madrid_vox @vox_es Seguimos y seguiremos!
386
13:50 - 24 nov. 2019
Información y privacidad de Twitter Ads
325 personas están hablando de esto
De la misma manera, Ciudadanos ha comunicado a través de Twitter lo sucedido. Su portavoz Diana Fuertes ha publicado en su cuenta: “Así ha amanecido hoy el grupo municipal de Ciudadanos Alcorcón. Pintadas, cristales rotos y extintor que han vaciado en nuestra sala de reuniones. Ante los fascistas, seguiremos defendiendo unión y libertad. No nos callarán”.
Diana Fuertes
@DianaFuertesCs
Así ha amanecido hoy el Grupo Municipal de @CsAlcorcon. Pintadas, cristales rotos, y extintor que han vaciado en nuestra sala de reuniones. Ante los fascistas, seguiremos defendiendo la democracia unión y Libertad.  #NoNosCallaran
201
10:26 - 24 nov. 2019
Información y privacidad de Twitter Ads
220 personas están hablando de esto",RAQUEL TEJERO,negro de mierda
7,https://okdiario.com/espana/grupo-ultra-izquierdistas-acosan-amenazan-grito-negro-mierda-camerunes-vox-4676600,okdiario,Un grupo de ultra izquierdistas acosan y amenazan al grito de «negro de mierda» al camerunés de Vox,11/10/2019 06:49,"El dirigente de Vox Bertrand Ndongo ha sufrido un nuevo episodio de acoso en plena calle, sufriendo insultos y amenazas por el hecho de ser simpatizante del partido Vox.
Ndongo ha denunciado en las redes sociales el suceso, que fue grabado en el vídeo que acompaña a esta información. Bertrand Ndongo, que siempre ha presumido de apoyar las ideas de Vox, lamentó en su mensaje en las redes sociales que «en eso se ha convertido mi día a día», describiendo las «amenazas de muerte, insultos, etcétera» que secibe en su propio barrio.
En esta ocasión, tal y como asegura, ha llegado «el colmo del colmo». Ocurrió que entre las personas que fueron a insultarle había otra persona de color, «un negro que se dice mi ‘hermano’ llamándome ‘negro de mierda’ simplemente por ser de Vox».
Ndongo siempre se ha caracterizado por criticar a la izquierda y su «uso de los inmigrantes» para conseguir votos. «Parece que no se puede ser negro y ser de Vox porque la ultra izquierda cree tener la potestad de los negros», se ha quejado. «Si eres negro no puedes ser de derechas», suele denunciar.
Betrand Ndongo ha asistido a la mayoría de los mítines que el partido ha realizado por el territorio español. Tras hacerse famoso por sus palabras claras y cortantes sobre el uso de la izquierda de los inmigrantes en España, se ha convertido en uno de los fenómenos del partido de Santiago Abascal.
En Alcorcón, por otro lado, miembros de Vox ya han sufrido escraches en más de una ocasión. En la pasada campaña, varios radicales trataron de acercarse a la mesa de Vox con la intención de tirarla abajo. A pesar de que no pudieron, los gritos e insultos no dejaron de sonar: «¡Fuera fascistas de nuestro barrio!» fue una de las consignas que se han podido oír durante el escrache sufrido por los militantes del partido presidido por Santiago Abascal.",OKDIARIO,negro de mierda
8,https://okdiario.com/look/famosos/kiko-jimenez-sofia-suescun-atestado-policial-762940,okdiario,Sale a la luz el atestado policial del arresto de Kiko Jiménez,14/08/201911:04,"Mientras que Kiko Jiménez y Sofía Suescun están disfrutando de unas románticas y exclusivas vacaciones en Las Maldivas, en España la pareja vuelve a estar en boca de todos por el altercado que protagonizaron con la Policía el pasado 3 de agosto. Si ya se conocía la versión de los jóvenes, que anunciaron que querían poner una denuncia por un supuesto delito de abuso de autoridad, ahora ha salido a la luz el atestado policial.
Según recoge ‘LOC’, en el parte se narra cómo el agente paró a un Mercedes de color negro a la puerta del Starlite en el que se encontraban Sofía y Kiko. Cuando el policía les indicó que continuaran la marcha para no formar una retención y dejar paso a un “camión de gran tonelaje”, el ex de Gloria Camila contestó de forma chulesca diciendo: “soy un personaje público, soy íntimo amigo de la dueña de Starlite y voy a entrar por aquí”. A pesar de que el agente les volvió a instar para que se marcharan, Kiko se mantuvo en sus trece sin aparente intención de mover el vehículo.
Fue entonces cuando el policía decidió ir a hablar con el conductor para pedirle la documentación y poder ponerle una multa que no llegó a hacerse y es que, según el atestado, este “aceleró fuertemente” y se “dio a la fuga”. Tras avisar a otra patrulla que los interceptó, el citado agente se desplazó a donde estaban parados con el coche. Fue entonces cuando Sofía y Kiko se mostraron “insultantes” con los policías, a quienes llegaron a responder “con burlas” cuando les solicitaron la documentación.
La respuesta de Kiko fue sacar el móvil para hacer un directo en Instagram bajo la excusa de que “es una celebrity” y tiene muchos seguidores en Instagram. La pareja se empezó a poner “más desafiante” y comenzó a “rodear” a uno de los agentes mientras que sus dos compañeros de viaje salían del coche para también enfrentarse a los policías.
Kiko Jiménez pasó la noche en el calabozo / Gtres
Según el atestado que recoge ‘LOC’, Jiménez continuó con la misma actitud y se encendió un cigarrillo y le exhaló “el humo en la cara del agente, todo ello con la clara intención de provocar una reacción violenta de los policías mientras emitían en directo un vídeo a través de Instagram”. A su vez, según la versión de los agentes, Sofía, “lejos de calmar los ánimos, agrava la situación con su comportamiento repitiendo varias veces que es famosa y que mañana se va a enterar toda España en Telecinco de la mierda de policía que tiene Marbella, dirigiéndose personalmente al agente y diciéndose ‘¿a ti qué te pasa, follas poco y no tienes nada más que hacer?’ negándose nuevamente a identificarse”.
Los ánimos ya estaban bastantes caldeados en ese punto, aunque el momento más álgido llegó cuando uno de los policías decidió coger del brazo a Sofía Suescun para meterla en el coche policial y esta, en vez de dejarse, se revolvió. Fue entonces cuando Kiko, según el informe, “golpea con el codo el rostro del agente, iniciándose un forcejeo, cayendo ambos al suelo, golpeándose el policía la espalda, la pierna derecha, lesionándose ambas zonas al caérsele encima Jiménez”. Para demostrar los hechos, el agente ha aportado un parte médico con las lesiones que se produjo en la caída: cervicalgia, dorsalgia y lumbalgia postraumática y una contusión en la cara.
En ese punto los agentes procedieron a detener a Kiko Jiménez, que pasó la noche en el calabozo, acusado de atentado y resistencia a la autoridad grave. La que se libró fue Sofía y es que, según el policía local, habría tenido “base legal para ello”. En estos momentos el tema está en diligencias previas en el Juzgado de Instrucción número 1 de Marbella y todo apunta a que, a menos que Kiko se declare culpable y se firme una sentencia de conformidad, pasará a manos del Juzgado de lo Penal de Málaga. | [LEER MÁS: EXCLUSIVA| Pablo Urdangarin cambia de vida gracias al apoyo en la sombra de su padre]",LOOK,negro de mierda
9,https://okdiario.com/opinion/cloacas-son-ellos-conspiracion-fake-contra-emerito-que-nunca-existio-4368304,okdiario,Las cloacas son ellos: la conspiración ‘fake’ contra el Emérito que nunca existió,15/07/2019 06:45,"Ha transcurrido un año desde que OKDIARIO desveló las confesiones de la princesa alemana Corinna Sayn Wittgenstein sobre el Rey Emérito, que fueron grabadas de manera subrepticia por el entonces comisario José Villarejo. Y destaco lo de «entonces» porque en aquellas fechas, en junio de 2015, Villarejo formaba parte del equipo pata negra del Ministerio del Interior: no sólo era condecorado con todos los honores sino que disfrutaba de hilo directo con el DAO de la Policía y con el secretario de Estado. Y ese mismo trato lo había recibido antes de Alfredo Pérez Rubalcaba durante su etapa en el Ministerio del Interior. 
Tras el scoop periodístico de este diario, los de siempre lanzaron una campaña de desprestigio contra OKDIARIO. Y me refiero, sin ningún tipo de ambages, a quienes pretendieron desacreditar nuestras impecables informaciones: Público, Centro Nacional de Inteligencia (CNI), la Unidad de Asuntos Internos (UAI) de la Policía, El País y eldiario.es, que en el asunto de la grabación a Corinna también entró al trapo. 
El País, con la firma de su corresponsal Diplomático y de Defensa, alertaba de «un chantaje al Estado» y destacaba las palabras del director del CNI ante la comisión de secretos del Congreso: «El general Félix Sanz Roldán no cree que don Juan Carlos tenga dinero fuera de España». Y el redactor de Prisa afirmaba sin ningún tipo de recato: «Ha explicado (Félix Sanz Roldán) la operación de chantaje que está detrás de la reciente difusión de unas grabaciones de la ex amiga íntima del rey emérito». Todo fake.
El diario Público llegaba aún más lejos. El órgano oficial del podemita Roures afirmaba: «La vicepresidenta evita responder sobre el chantaje al rey y al CNI de la ‘brigada política de Interior’». Y sentenciaba: «La portavoz de Podemos le plantea una batería de preguntas sobre amenazas y chantajes». Todo fake.
Público, que jamás desde su nacimiento ha publicado una noticia que afecte la imagen de los servicios secretos españoles -basta repasar su hemeroteca- ni a Podemos, por enésima vez sacaba a pasear lo que ellos definen como cloacas. Con la desvergüenza de no mirarse al espejo, ya que su editor ha tenido que pagar a la Justicia de Nueva York 22 millones de euros por el pago de sobornos a directivos de la FIFA para obtener derechos televisivos de los mundiales de fútbol. 
Incluso, el periódico de Ignacio Escolar se apuntaba a la teoría conspiranoica y señalaba: «La Policía investiga grabaciones de un comisario sobre posible chantaje a la Corona». Ha transcurrido más de un año y nadie tiene ni idea de tales investigaciones. Todo fake.
Golpes de ring
Días después de la publicación de las grabaciones, como si se tratara de un combate de boxeo, para castigar los riñones de los periodistas que habían publicado la exclusiva, las manos negras del CNI y de Asuntos Internos de la Policía regaban en mercado mediático con cintas y dossieres con el único fin de desacreditar a OKDIARIO.
Al mismo tiempo, la desprestigiada «agente doble» –según versión de Corinna- Ana Romero, que se presenta en sociedad como la periodista que más sabe de la Casa Real, hacía el ridículo públicamente apuntándose una vez más a la teoría de la conspiración contra Don Juan Carlos. La que otrora fuera «la niña mimada» de Pedro J. Ramírez aseguraba en un twitter: «¡Vuelven las producciones Villarejo SA». Y acusaba a OKDIARIO de participar en un chantaje contra el monarca emérito. 
Ya en su opúsculo literario, que ha sido retirado de la web oficial de la Esfera de los Libros por fake, Romero aseguraba que Don Juan Carlos nunca había tenido ni testaferros ni dinero en el extranjero. Sigo sin entender cómo un periodista puede negar algo que se mueve por el submundo de la opacidad. Se puede acreditar algo presentando un documento pero no existe papel que pueda negar que éste o tal señor disponga de dinero en cuentas suizas o de cualquier otro paraíso fiscal. !Asombroso¡ Yo puedo tener mis dudas sobre si el Rey Emérito tiene o no dinero fuera de España. Para esos están los jueces y fiscales. Pero nunca me opondré a una investigación judicial
Por todo ello, resulta paradójico y sorprendente que tres medios de comunicación, que hacen gala de su republicanismo y progresismo -sobre todo el del independentista y trotskista Jaume Roures– se escuden en la mentira para tapar las investigaciones sobre los supuestos negocios de Don Juan Carlos en el extranjero. 
Pero los cloacólogos de El País y Público ahora tienen más difícil matar al mensajero. Ya no pueden escudarse de manera saducea en conspiraciones, chantajes, presiones o filtraciones interesadas para atacar a este periódico. O echarle la culpa a Villarejo o a las cloacas del Estado. Es un fiscal de Ginebra -posiblemente el más independiente y de mayor prestigio en Suiza- el que investiga desde agosto pasado a los supuestos testaferros del Emérito. Y les aseguro que Bertossa no presenta ninguna porosidad para que puedan relacionarlo con Villarejo o lo que los sonámbulos del periodismo llaman sin ruborizarse a otros «las cloacas del periodismo». 
El pedigrí de Bertossa
Yves Bertossa es un procurador con pedigrí y con prestigio. Su padre, el también fiscal Bernard Bertossa, fue quien emprendió en los años 90 una dura batalla contra el blanqueo de fondos en bancos helvéticos, procedentes de la corrupción política y del narcotráfico. Junto a Garzón, Eva Joly o Di Pietro, se convirtió en uno de los paradigmas de la Justicia europea. En el verdadero azote de la corrupción. Su hijo Yves ha heredado el mismo adeene para combatir las tramas criminales y el lavado de dinero negro. Y si no que se lo pregunten al banco HSBC, al que le costó la broma más de 20 millones de euros. 
Se imaginarían ahora estos titulares fakes y conspiranoicos del frente antiOKDIARIO para lavar la imagen del Emérito y de los servicios secretos y denigrar a nuestro periódico. Por ejemplo, El País: «Un fiscal de Ginebra se sirve de las cintas ilegales de Villarejo para urdir un montaje contra el Emérito y el CNI». O Público: «De la Joya, el socio de Villarejo, que reside en Suiza desde hace años, tras el montaje de la Fiscalía de Ginebra contra Don Juan Carlos». O eldiario.es: «Interior investiga si las cloacas del periodismo y un fiscal suizo participan en un chantaje al Rey Emérito». Y la mesa Viridiana de Todo es Mentira de Risto Mejide: «Inda y Cerdán abducen a un fiscal de Ginebra para que investigue a Don Juan Carlos». 
¿Y Podemos? ¿Cómo va a reaccionar el partido de Iglesias? Mantendrá la boca cerrada porque la información exclusiva procede de OKDIARIO. Si fuera El País o Público montaría el pollo haciendo gala de su populismo y demagogia. 
¿Y el CNI sin el general Sanz Roldán? Pues, su nueva directora en funciones, Paz Esteban, tiene la oportunidad de restablecer la normalidad en La Casa, como también se conocen a los servicios secretos. De no caer en la tentación de convertir al espionaje español una vez más en el primo de Zumozol del monarca desde el inicio de la Transición, como también sucedió en los años con el CESID de Alonso Manglano. Señores espías, dejen trabajar en paz a los jueces y fiscales. También a los periodistas. Y que cada cual aguante su vela, como acuñó María Dolores de Cospedal en el Partido Popular. 
¿Y qué decir de la Fiscalía Anticorrupción? Para el Ministerio Público debe ser irritante que un fiscal de Ginebra se arremangue las mangas de la camisa para lavar la ropa sucia de España. Que durante casi un año dirija una investigación que los fiscales españoles han dejado pudrirse. Al menos Luzón tiene la oportunidad de colaborar con su colega suizo, lo mismo que hizo la Justicia helvética en casos tan mediáticos como Roldán, AVE, Paesa o Gürtel.
¿Y los compañeros de profesión? A la mayoría le corroerá la envidia por el pisotón informativo. Los más cínicos dirán que ellos ya lo sabían pero que no lo han publicado por responsabilidad democrática. Otros se sumarán a la teoría de la conspiración: una vez más la matraca de Villarejo, esta vez vía Ginebra. Los más tontos dirán que es un tema viejo. Y unos pocos intentarán hacer ver que se trata de una filtración interesada. ¿Pero de quién? ¿De un fiscal suizo que trabaja la información en secreto desde hace más de diez meses? ¿Un procurador que ya ha interrogado a los testaferros Fasana y Canonica? Pero los periodistas de pura raza reconocerán que detrás de la noticia hay un trabajo de investigación de varios meses, como irán comprobando hoy y en los próximos días nuestros lectores. 
En fin, una vez más a los cloacólogos se les derrumba la teoría de la conspiración y se les difumina la invectiva del chantaje. Les salta por los aires el reclamo torticero de la cloacas del periodismo y se les cae la careta del cinismo. 
Por todo ello, habría que afirmar sin tapujos que las cloacas son ellos. La basura está sin recoger en sus domicilios y sus cañerías huelen a podrido. Llevan años dándole a la manivela del ventilador de la mierda y resulta que las heces se amontonan en su cercanía. Y todo ese hedor procede de las páginas del podemita Público, de la hipocresía de El País -fustigan a quienes publicaron el Informe PISA o el borrador de la UDEF y ellos se hacen eco del informe fantasma del Orgullo- y del cinismo del rey del pelotazo, Risto Mejide.",MANUEL CERDÁN,negro de mierda
